#x [fm] 	 y [fm] 	 ux 	 uy 	 gamma 
-5.13053	-9.86641	0	0	0
-4.73588	-9.86641	0	0	0
-4.34122	-9.86641	0	0	0
-3.94656	-9.86641	0	0	0
-3.55191	-9.86641	0	0	0
-3.15725	-9.86641	0	0	0
-2.76259	-9.86641	0	0	0
-2.36794	-9.86641	0	0	0
-1.97328	-9.86641	0	0	0
-1.57863	-9.86641	0	0	0
-1.18397	-9.86641	0	0	0
-0.789313	-9.86641	0	0	0
-0.394656	-9.86641	0	0	0
0	-9.86641	0	0	0
0.394656	-9.86641	0	0	0
0.789313	-9.86641	0	0	0
1.18397	-9.86641	0	0	0
1.57863	-9.86641	0	0	0
1.97328	-9.86641	0	0	0
2.36794	-9.86641	0	0	0
2.76259	-9.86641	0	0	0
3.15725	-9.86641	0	0	0
3.55191	-9.86641	-0.00961561	8.52795e-09	0.00961561
3.94656	-9.86641	0	-0.000469392	0.000469392
4.34122	-9.86641	0.00999065	8.52795e-09	0.00999065
4.73588	-9.86641	-236.299	3.76373e-07	236.299
5.13053	-9.86641	0	-0.00019951	0.00019951
5.52519	-9.86641	236.692	3.76373e-07	236.692
5.91985	-9.86641	-786.813	-1.57447e-07	786.813
6.3145	-9.86641	0	0.000344767	0.000344767
6.70916	-9.86641	786.695	-1.57447e-07	786.695
7.10381	-9.86641	-0.0172628	-6.00049e-08	0.0172628
7.49847	-9.86641	-0.000635664	0.0012885	0.00143677
7.89313	-9.86641	1.62852e-05	-0.000648718	0.000648923
8.28778	-9.86641	0.128239	1.2093e-06	0.128239
8.68244	-9.86641	-1998.76	9.05575e-09	1998.76
9.0771	-9.86641	0	-9.99388e-05	9.99388e-05
9.47175	-9.86641	2017.25	9.05575e-09	2017.25
9.86641	-9.86641	-36966	-1.45654e-08	36966
10.2611	-9.86641	0	-5.40031e-05	5.40031e-05
10.6557	-9.86641	36973.9	-1.45654e-08	36973.9
11.0504	-9.86641	-17773.2	1.43165e-08	17773.2
11.445	-9.86641	0	5.24856e-05	5.24856e-05
11.8397	-9.86641	17754.7	1.43165e-08	17754.7
12.2343	-9.86641	-15.8435	-9.33183e-05	15.8435
12.629	-9.86641	-3.95605e-05	0.000983226	0.000984021
13.0237	-9.86641	0.000663847	-0.00113801	0.00131748
13.4183	-9.86641	3.9512	0.00022673	3.9512
-13.4183	-9.47175	0	0	0
-13.0237	-9.47175	0	0	0
-12.629	-9.47175	0	0	0
-12.2343	-9.47175	0	0	0
-11.8397	-9.47175	0	0	0
-11.445	-9.47175	0	0	0
-11.0504	-9.47175	0	0	0
-10.6557	-9.47175	0	0	0
-10.2611	-9.47175	0	0	0
-9.86641	-9.47175	0	0	0
-9.47175	-9.47175	0	0	0
-9.0771	-9.47175	0	0	0
-8.68244	-9.47175	0	0	0
-8.28778	-9.47175	0	0	0
-7.89313	-9.47175	0	0	0
-7.49847	-9.47175	0	0	0
-7.10381	-9.47175	0	0	0
-6.70916	-9.47175	0	0	0
-6.3145	-9.47175	0	0	0
-5.91985	-9.47175	0	0	0
-5.52519	-9.47175	0	0	0
-5.13053	-9.47175	0	0	0
-4.73588	-9.47175	0	0	0
-4.34122	-9.47175	0	0	0
-3.94656	-9.47175	0	0	0
-3.55191	-9.47175	0	0	0
-3.15725	-9.47175	0	0	0
-2.76259	-9.47175	0	0	0
-2.36794	-9.47175	0	0	0
-1.97328	-9.47175	0	0	0
-1.57863	-9.47175	0	0	0
-1.18397	-9.47175	0	0	0
-0.789313	-9.47175	0	0	0
-0.394656	-9.47175	0	0	0
0	-9.47175	0	0	0
0.394656	-9.47175	0	0	0
0.789313	-9.47175	0	0	0
1.18397	-9.47175	0	0	0
1.57863	-9.47175	0	0	0
1.97328	-9.47175	0	0	0
2.36794	-9.47175	0	0	0
2.76259	-9.47175	0	0	0
3.15725	-9.47175	0	0	0
3.55191	-9.47175	-0.0464887	1.63674e-07	0.0464887
3.94656	-9.47175	0	-0.000372627	0.000372627
4.34122	-9.47175	0.0493473	1.63674e-07	0.0493473
4.73588	-9.47175	-371.683	1.64543e-07	371.683
5.13053	-9.47175	0	-0.000145257	0.000145257
5.52519	-9.47175	371.82	1.64543e-07	371.82
5.91985	-9.47175	-276.332	-8.15255e-07	276.332
6.3145	-9.47175	0	0.00051413	0.00051413
6.70916	-9.47175	276.147	-8.15255e-07	276.147
7.10381	-9.47175	-0.000875004	-1.22185e-10	0.000875004
7.49847	-9.47175	-0.067064	0.00165556	0.0670845
7.89313	-9.47175	1.74047e-07	-0.000639298	0.000639298
8.28778	-9.47175	0.879899	3.50572e-05	0.879899
8.68244	-9.47175	-2610.71	1.38403e-09	2610.71
9.0771	-9.47175	0	-5.28176e-05	5.28176e-05
9.47175	-9.47175	2633.65	1.38403e-09	2633.65
9.86641	-9.47175	-45870.6	-1.11427e-08	45870.6
10.2611	-9.47175	0	-5.08458e-05	5.08458e-05
10.6557	-9.47175	45875.3	-1.11427e-08	45875.3
11.0504	-9.47175	-12099	1.90394e-08	12099
11.445	-9.47175	0	8.62119e-05	8.62119e-05
11.8397	-9.47175	12076.1	1.90394e-08	12076.1
12.2343	-9.47175	-4.29161	-0.000193052	4.29161
12.629	-9.47175	-0.00184869	0.00104946	0.0021258
13.0237	-9.47175	1.39504e-05	-0.00104903	0.00104912
13.4183	-9.47175	21.4943	2.83795e-05	21.4943
-13.4183	-9.0771	0	0	0
-13.0237	-9.0771	0	0	0
-12.629	-9.0771	0	0	0
-12.2343	-9.0771	0	0	0
-11.8397	-9.0771	0	0	0
-11.445	-9.0771	0	0	0
-11.0504	-9.0771	0	0	0
-10.6557	-9.0771	0	0	0
-10.2611	-9.0771	0	0	0
-9.86641	-9.0771	0	0	0
-9.47175	-9.0771	0	0	0
-9.0771	-9.0771	0	0	0
-8.68244	-9.0771	0	0	0
-8.28778	-9.0771	0	0	0
-7.89313	-9.0771	0	0	0
-7.49847	-9.0771	0	0	0
-7.10381	-9.0771	0	0	0
-6.70916	-9.0771	0	0	0
-6.3145	-9.0771	0	0	0
-5.91985	-9.0771	0	0	0
-5.52519	-9.0771	0	0	0
-5.13053	-9.0771	0	0	0
-4.73588	-9.0771	0	0	0
-4.34122	-9.0771	0	0	0
-3.94656	-9.0771	0	0	0
-3.55191	-9.0771	0	0	0
-3.15725	-9.0771	0	0	0
-2.76259	-9.0771	0	0	0
-2.36794	-9.0771	0	0	0
-1.97328	-9.0771	0	0	0
-1.57863	-9.0771	0	0	0
-1.18397	-9.0771	0	0	0
-0.789313	-9.0771	0	0	0
-0.394656	-9.0771	0	0	0
0	-9.0771	0	0	0
0.394656	-9.0771	0	0	0
0.789313	-9.0771	0	0	0
1.18397	-9.0771	0	0	0
1.57863	-9.0771	0	0	0
1.97328	-9.0771	0	0	0
2.36794	-9.0771	0	0	0
2.76259	-9.0771	0	0	0
3.15725	-9.0771	0	0	0
3.55191	-9.0771	-0.180614	1.97497e-06	0.180614
3.94656	-9.0771	0	-0.000327021	0.000327021
4.34122	-9.0771	0.195873	1.97497e-06	0.195873
4.73588	-9.0771	-510.415	6.25938e-08	510.415
5.13053	-9.0771	0	-8.00128e-05	8.00128e-05
5.52519	-9.0771	510.453	6.25938e-08	510.453
5.91985	-9.0771	-76.7227	-4.4311e-06	76.7227
6.3145	-9.0771	0	0.000685576	0.000685576
6.70916	-9.0771	76.4682	-4.4311e-06	76.4682
7.10381	-9.0771	0	0	0
7.49847	-9.0771	-2.69771	0.000856682	2.69771
7.89313	-9.0771	1.03089e-11	-0.000592378	0.000592378
8.28778	-9.0771	3.80337	0.000138296	3.80337
8.68244	-9.0771	-2991.42	-8.85901e-11	2991.42
9.0771	-9.0771	0	-3.57752e-05	3.57752e-05
9.47175	-9.0771	3017.27	-8.85901e-11	3017.27
9.86641	-9.0771	-51706.4	-3.91162e-09	51706.4
10.2611	-9.0771	0	-2.08568e-05	2.08568e-05
10.6557	-9.0771	51708.3	-3.91162e-09	51708.3
11.0504	-9.0771	-6826.18	2.01438e-08	6826.18
11.445	-9.0771	0	0.000144212	0.000144212
11.8397	-9.0771	6800.33	2.01438e-08	6800.33
12.2343	-9.0771	-0.346638	-5.15454e-06	0.346638
12.629	-9.0771	-0.080008	0.00104199	0.0800148
13.0237	-9.0771	2.65055e-07	-0.000884596	0.000884596
13.4183	-9.0771	120.28	3.32824e-06	120.28
-13.4183	-8.68244	0	0	0
-13.0237	-8.68244	0	0	0
-12.629	-8.68244	0	0	0
-12.2343	-8.68244	0	0	0
-11.8397	-8.68244	0	0	0
-11.445	-8.68244	0	0	0
-11.0504	-8.68244	0	0	0
-10.6557	-8.68244	0	0	0
-10.2611	-8.68244	0	0	0
-9.86641	-8.68244	0	0	0
-9.47175	-8.68244	0	0	0
-9.0771	-8.68244	0	0	0
-8.68244	-8.68244	0	0	0
-8.28778	-8.68244	0	0	0
-7.89313	-8.68244	0	0	0
-7.49847	-8.68244	0	0	0
-7.10381	-8.68244	0	0	0
-6.70916	-8.68244	0	0	0
-6.3145	-8.68244	0	0	0
-5.91985	-8.68244	0	0	0
-5.52519	-8.68244	0	0	0
-5.13053	-8.68244	0	0	0
-4.73588	-8.68244	0	0	0
-4.34122	-8.68244	0	0	0
-3.94656	-8.68244	0	0	0
-3.55191	-8.68244	0	0	0
-3.15725	-8.68244	0	0	0
-2.76259	-8.68244	0	0	0
-2.36794	-8.68244	0	0	0
-1.97328	-8.68244	0	0	0
-1.57863	-8.68244	0	0	0
-1.18397	-8.68244	0	0	0
-0.789313	-8.68244	0	0	0
-0.394656	-8.68244	0	0	0
0	-8.68244	0	0	0
0.394656	-8.68244	0	0	0
0.789313	-8.68244	0	0	0
1.18397	-8.68244	0	0	0
1.57863	-8.68244	0	0	0
1.97328	-8.68244	0	0	0
2.36794	-8.68244	0	0	0
2.76259	-8.68244	0	0	0
3.15725	-8.68244	0	0	0
3.55191	-8.68244	-0.57482	1.51317e-05	0.57482
3.94656	-8.68244	0	-0.000309506	0.000309506
4.34122	-8.68244	0.630062	1.51317e-05	0.630062
4.73588	-8.68244	-584.081	6.26685e-09	584.081
5.13053	-8.68244	0	-9.42392e-06	9.42392e-06
5.52519	-8.68244	584.089	6.26685e-09	584.089
5.91985	-8.68244	-17.74	-2.80237e-05	17.74
6.3145	-8.68244	0	0.00084314	0.00084314
6.70916	-8.68244	17.4498	-2.80237e-05	17.4498
7.10381	-8.68244	0	0	0
7.49847	-8.68244	-7.85354	4.37189e-05	7.85354
7.89313	-8.68244	0	-0.000509998	0.000509998
8.28778	-8.68244	9.51655	4.37189e-05	9.51655
8.68244	-8.68244	-3407.85	-1.71685e-09	3407.85
9.0771	-8.68244	0	-6.16781e-05	6.16781e-05
9.47175	-8.68244	3433.57	-1.71685e-09	3433.57
9.86641	-8.68244	-51430.7	4.45729e-09	51430.7
10.2611	-8.68244	0	2.35898e-05	2.35898e-05
10.6557	-8.68244	51430.5	4.45729e-09	51430.5
11.0504	-8.68244	-3111.63	2.13675e-09	3111.63
11.445	-8.68244	-4.32138e-12	0.000245567	0.000245567
11.8397	-8.68244	3085.91	-0.0002793	3085.91
12.2343	-8.68244	-0.0200403	-4.24024e-08	0.0200403
12.629	-8.68244	-3.34437	0.00291545	3.34438
13.0237	-8.68244	4.34639e-09	-0.000683915	0.000683915
13.4183	-8.68244	553.815	2.86452e-07	553.815
-13.4183	-8.28778	0	0	0
-13.0237	-8.28778	0	0	0
-12.629	-8.28778	0	0	0
-12.2343	-8.28778	0	0	0
-11.8397	-8.28778	0	0	0
-11.445	-8.28778	0	0	0
-11.0504	-8.28778	0	0	0
-10.6557	-8.28778	0	0	0
-10.2611	-8.28778	0	0	0
-9.86641	-8.28778	0	0	0
-9.47175	-8.28778	0	0	0
-9.0771	-8.28778	0	0	0
-8.68244	-8.28778	0	0	0
-8.28778	-8.28778	0	0	0
-7.89313	-8.28778	0	0	0
-7.49847	-8.28778	0	0	0
-7.10381	-8.28778	0	0	0
-6.70916	-8.28778	0	0	0
-6.3145	-8.28778	0	0	0
-5.91985	-8.28778	0	0	0
-5.52519	-8.28778	0	0	0
-5.13053	-8.28778	0	0	0
-4.73588	-8.28778	0	0	0
-4.34122	-8.28778	0	0	0
-3.94656	-8.28778	0	0	0
-3.55191	-8.28778	0	0	0
-3.15725	-8.28778	0	0	0
-2.76259	-8.28778	0	0	0
-2.36794	-8.28778	0	0	0
-1.97328	-8.28778	0	0	0
-1.57863	-8.28778	0	0	0
-1.18397	-8.28778	0	0	0
-0.789313	-8.28778	0	0	0
-0.394656	-8.28778	0	0	0
0	-8.28778	0	0	0
0.394656	-8.28778	0	0	0
0.789313	-8.28778	0	0	0
1.18397	-8.28778	0	0	0
1.57863	-8.28778	0	0	0
1.97328	-8.28778	0	0	0
2.36794	-8.28778	0	0	0
2.76259	-8.28778	0	0	0
3.15725	-8.28778	0	0	0
3.55191	-8.28778	-1.50245	5.5473e-05	1.50245
3.94656	-8.28778	0	-0.000296921	0.000296921
4.34122	-8.28778	1.6297	5.5473e-05	1.6297
4.73588	-8.28778	-539.421	-4.90803e-08	539.421
5.13053	-8.28778	0	6.70296e-05	6.70296e-05
5.52519	-8.28778	539.422	-4.90803e-08	539.422
5.91985	-8.28778	-4.20551	-0.000177973	4.20551
6.3145	-8.28778	0	0.000958261	0.000958261
6.70916	-8.28778	3.96882	-0.000177973	3.96882
7.10381	-8.28778	0	0	0
7.49847	-8.28778	-21.708	1.05892e-05	21.708
7.89313	-8.28778	0	-0.000408848	0.000408848
8.28778	-8.28778	24.0069	1.05892e-05	24.0069
8.68244	-8.28778	-4609.43	-9.36825e-09	4609.43
9.0771	-8.28778	0	-0.0001165	0.0001165
9.47175	-8.28778	4632.12	-9.36825e-09	4632.12
9.86641	-8.28778	-45392.2	1.13908e-08	45392.2
10.2611	-8.28778	0	5.13364e-05	5.13364e-05
10.6557	-8.28778	45390.4	1.13908e-08	45390.4
11.0504	-8.28778	-1134.06	-1.21826e-07	1134.06
11.445	-8.28778	-5.6174e-11	0.000417181	0.000417181
11.8397	-8.28778	172.122	-0.000824633	172.122
12.2343	-8.28778	-0.000201032	-3.10856e-11	0.000201032
12.629	-8.28778	-121.863	0.000818653	121.863
13.0237	-8.28778	6.87541e-11	-0.000450245	0.000450245
13.4183	-8.28778	2020.3	-9.05802e-08	2020.3
-13.4183	-7.89313	0	0	0
-13.0237	-7.89313	0	0	0
-12.629	-7.89313	0	0	0
-12.2343	-7.89313	0	0	0
-11.8397	-7.89313	0	0	0
-11.445	-7.89313	0	0	0
-11.0504	-7.89313	0	0	0
-10.6557	-7.89313	0	0	0
-10.2611	-7.89313	0	0	0
-9.86641	-7.89313	0	0	0
-9.47175	-7.89313	0	0	0
-9.0771	-7.89313	0	0	0
-8.68244	-7.89313	0	0	0
-8.28778	-7.89313	0	0	0
-7.89313	-7.89313	0	0	0
-7.49847	-7.89313	0	0	0
-7.10381	-7.89313	0	0	0
-6.70916	-7.89313	0	0	0
-6.3145	-7.89313	0	0	0
-5.91985	-7.89313	0	0	0
-5.52519	-7.89313	0	0	0
-5.13053	-7.89313	0	0	0
-4.73588	-7.89313	0	0	0
-4.34122	-7.89313	0	0	0
-3.94656	-7.89313	0	0	0
-3.55191	-7.89313	0	0	0
-3.15725	-7.89313	0	0	0
-2.76259	-7.89313	0	0	0
-2.36794	-7.89313	0	0	0
-1.97328	-7.89313	0	0	0
-1.57863	-7.89313	0	0	0
-1.18397	-7.89313	0	0	0
-0.789313	-7.89313	0	0	0
-0.394656	-7.89313	0	0	0
0	-7.89313	0	0	0
0.394656	-7.89313	0	0	0
0.789313	-7.89313	0	0	0
1.18397	-7.89313	0	0	0
1.57863	-7.89313	0	0	0
1.97328	-7.89313	0	0	0
2.36794	-7.89313	0	0	0
2.76259	-7.89313	0	0	0
3.15725	-7.89313	0	0	0
3.55191	-7.89313	-3.12917	6.34482e-05	3.12917
3.94656	-7.89313	0	-0.000287222	0.000287222
4.34122	-7.89313	3.28687	6.34482e-05	3.28687
4.73588	-7.89313	-395.062	-1.63521e-07	395.062
5.13053	-7.89313	0	0.000154843	0.000154843
5.52519	-7.89313	395.061	-1.63521e-07	395.061
5.91985	-7.89313	-0.720381	-6.39853e-05	0.720381
6.3145	-7.89313	-4.51214e-12	0.000997378	0.000997378
6.70916	-7.89313	0.676579	-0.000281373	0.676579
7.10381	-7.89313	0	0	0
7.49847	-7.89313	-51.7272	3.01922e-06	51.7272
7.89313	-7.89313	0	-0.000305361	0.000305361
8.28778	-7.89313	55.6611	3.01922e-06	55.6611
8.68244	-7.89313	-7870.52	-2.16752e-08	7870.52
9.0771	-7.89313	0	-0.000134946	0.000134946
9.47175	-7.89313	7888.73	-2.16752e-08	7888.73
9.86641	-7.89313	-36459.5	1.57204e-08	36459.5
10.2611	-7.89313	0	5.77226e-05	5.77226e-05
10.6557	-7.89313	36455.7	1.57204e-08	36455.7
11.0504	-7.89313	-333.777	-8.9422e-07	333.777
11.445	-7.89313	-3.11961e-09	0.000648822	0.000648822
11.8397	-7.89313	4.36433	-0.00250021	4.36433
12.2343	-7.89313	0.0156132	2.68577e-08	0.0156132
12.629	-7.89313	-2926.99	0.000375204	2926.99
13.0237	-7.89313	6.29284e-12	-0.000266259	0.000266259
13.4183	-7.89313	5846.62	-1.00438e-07	5846.62
-13.4183	-7.49847	0	0	0
-13.0237	-7.49847	0	0	0
-12.629	-7.49847	0	0	0
-12.2343	-7.49847	0	0	0
-11.8397	-7.49847	0	0	0
-11.445	-7.49847	0	0	0
-11.0504	-7.49847	0	0	0
-10.6557	-7.49847	0	0	0
-10.2611	-7.49847	0	0	0
-9.86641	-7.49847	0	0	0
-9.47175	-7.49847	0	0	0
-9.0771	-7.49847	0	0	0
-8.68244	-7.49847	0	0	0
-8.28778	-7.49847	0	0	0
-7.89313	-7.49847	0	0	0
-7.49847	-7.49847	0	0	0
-7.10381	-7.49847	0	0	0
-6.70916	-7.49847	0	0	0
-6.3145	-7.49847	0	0	0
-5.91985	-7.49847	0	0	0
-5.52519	-7.49847	0	0	0
-5.13053	-7.49847	0	0	0
-4.73588	-7.49847	0	0	0
-4.34122	-7.49847	0	0	0
-3.94656	-7.49847	0	0	0
-3.55191	-7.49847	0	0	0
-3.15725	-7.49847	0	0	0
-2.76259	-7.49847	0	0	0
-2.36794	-7.49847	0	0	0
-1.97328	-7.49847	0	0	0
-1.57863	-7.49847	0	0	0
-1.18397	-7.49847	0	0	0
-0.789313	-7.49847	0	0	0
-0.394656	-7.49847	0	0	0
0	-7.49847	0	0	0
0.394656	-7.49847	0	0	0
0.789313	-7.49847	0	0	0
1.18397	-7.49847	0	0	0
1.57863	-7.49847	0	0	0
1.97328	-7.49847	0	0	0
2.36794	-7.49847	0	0	0
2.76259	-7.49847	0	0	0
3.15725	-7.49847	0	0	0
3.55191	-7.49847	-5.72582	3.3631e-05	5.72582
3.94656	-7.49847	0	-0.000268219	0.000268219
4.34122	-7.49847	5.83318	3.3631e-05	5.83318
4.73588	-7.49847	-227.621	-5.07464e-07	227.621
5.13053	-7.49847	0	0.000258066	0.000258066
5.52519	-7.49847	227.619	-5.07464e-07	227.619
5.91985	-7.49847	-0.0711999	-9.5974e-07	0.0711999
6.3145	-7.49847	-3.23184e-07	0.00100069	0.00100069
6.70916	-7.49847	0.0217329	-0.000828165	0.0217487
7.10381	-7.49847	0.000222504	-6.94988e-12	0.000222504
7.49847	-7.49847	-99.8444	1.01381e-06	99.8444
7.89313	-7.49847	0	-0.000209479	0.000209479
8.28778	-7.49847	107.198	1.01381e-06	107.198
8.68244	-7.49847	-14707.1	-2.74288e-08	14707.1
9.0771	-7.49847	0	-0.000110506	0.000110506
9.47175	-7.49847	14720.7	-2.74288e-08	14720.7
9.86641	-7.49847	-27297.3	1.81578e-08	27297.3
10.2611	-7.49847	0	6.01441e-05	6.01441e-05
10.6557	-7.49847	27290	1.81578e-08	27290
11.0504	-7.49847	-84.7065	-6.0253e-06	84.7065
11.445	-7.49847	-1.86517e-07	0.000858957	0.000858957
11.8397	-7.49847	0.112045	-0.00105037	0.11205
12.2343	-7.49847	0.282529	3.52143e-06	0.282529
12.629	-7.49847	-6802.61	-2.25348e-08	6802.61
13.0237	-7.49847	0	-0.00015331	0.00015331
13.4183	-7.49847	13590.1	-7.76831e-08	13590.1
-13.4183	-7.10381	0	0	0
-13.0237	-7.10381	0	0	0
-12.629	-7.10381	0	0	0
-12.2343	-7.10381	0	0	0
-11.8397	-7.10381	0	0	0
-11.445	-7.10381	0	0	0
-11.0504	-7.10381	0	0	0
-10.6557	-7.10381	0	0	0
-10.2611	-7.10381	0	0	0
-9.86641	-7.10381	0	0	0
-9.47175	-7.10381	0	0	0
-9.0771	-7.10381	0	0	0
-8.68244	-7.10381	0	0	0
-8.28778	-7.10381	0	0	0
-7.89313	-7.10381	0	0	0
-7.49847	-7.10381	0	0	0
-7.10381	-7.10381	0	0	0
-6.70916	-7.10381	0	0	0
-6.3145	-7.10381	0	0	0
-5.91985	-7.10381	0	0	0
-5.52519	-7.10381	0	0	0
-5.13053	-7.10381	0	0	0
-4.73588	-7.10381	0	0	0
-4.34122	-7.10381	0	0	0
-3.94656	-7.10381	0	0	0
-3.55191	-7.10381	0	0	0
-3.15725	-7.10381	0	0	0
-2.76259	-7.10381	0	0	0
-2.36794	-7.10381	0	0	0
-1.97328	-7.10381	0	0	0
-1.57863	-7.10381	0	0	0
-1.18397	-7.10381	0	0	0
-0.789313	-7.10381	0	0	0
-0.394656	-7.10381	0	0	0
0	-7.10381	0	0	0
0.394656	-7.10381	0	0	0
0.789313	-7.10381	0	0	0
1.18397	-7.10381	0	0	0
1.57863	-7.10381	0	0	0
1.97328	-7.10381	0	0	0
2.36794	-7.10381	0	0	0
2.76259	-7.10381	0	-0.000242813	0.000242813
3.15725	-7.10381	0	0	0
3.55191	-7.10381	-10.2117	1.42445e-05	10.2117
3.94656	-7.10381	0	-0.00022825	0.00022825
4.34122	-7.10381	10.2619	1.42445e-05	10.2619
4.73588	-7.10381	-103.085	-1.7529e-06	103.085
5.13053	-7.10381	0	0.000374947	0.000374947
5.52519	-7.10381	103.08	-1.7529e-06	103.08
5.91985	-7.10381	-0.00537227	-6.81344e-09	0.00537227
6.3145	-7.10381	-4.92577e-05	0.00128886	0.0012898
6.70916	-7.10381	0.000197376	-0.00066257	0.000691344
7.10381	-7.10381	0.00268083	7.84787e-10	0.00268083
7.49847	-7.10381	-154.828	3.8698e-07	154.828
7.89313	-7.10381	0	-0.000128849	0.000128849
8.28778	-7.10381	167.655	3.8698e-07	167.655
8.68244	-7.10381	-25649.7	-2.58189e-08	25649.7
9.0771	-7.10381	0	-8.55025e-05	8.55025e-05
9.47175	-7.10381	25659.1	-2.58189e-08	25659.1
9.86641	-7.10381	-19006.5	2.02255e-08	19006.5
10.2611	-7.10381	0	7.20654e-05	7.20654e-05
10.6557	-7.10381	18993.7	2.02255e-08	18993.7
11.0504	-7.10381	-22.9586	-4.61307e-05	22.9586
11.445	-7.10381	-9.8318e-06	0.00103176	0.00103181
11.8397	-7.10381	0.00260553	-0.0010581	0.00281218
12.2343	-7.10381	3.86063	0.000163877	3.86063
12.629	-7.10381	-12985	-2.37051e-08	12985
13.0237	-7.10381	0	-8.96024e-05	8.96024e-05
13.4183	-7.10381	25942.4	-6.00777e-08	25942.4
-13.4183	-6.70916	0	0	0
-13.0237	-6.70916	0	0	0
-12.629	-6.70916	0	0	0
-12.2343	-6.70916	0	0	0
-11.8397	-6.70916	0	0	0
-11.445	-6.70916	0	0	0
-11.0504	-6.70916	0	0	0
-10.6557	-6.70916	0	0	0
-10.2611	-6.70916	0	0	0
-9.86641	-6.70916	0	0	0
-9.47175	-6.70916	0	0	0
-9.0771	-6.70916	0	0	0
-8.68244	-6.70916	0	0	0
-8.28778	-6.70916	0	0	0
-7.89313	-6.70916	0	0	0
-7.49847	-6.70916	0	0	0
-7.10381	-6.70916	0	0	0
-6.70916	-6.70916	0	0	0
-6.3145	-6.70916	0	0	0
-5.91985	-6.70916	0	0	0
-5.52519	-6.70916	0	0	0
-5.13053	-6.70916	0	0	0
-4.73588	-6.70916	0	0	0
-4.34122	-6.70916	0	0	0
-3.94656	-6.70916	0	0	0
-3.55191	-6.70916	0	0	0
-3.15725	-6.70916	0	0	0
-2.76259	-6.70916	0	0	0
-2.36794	-6.70916	0	0	0
-1.97328	-6.70916	0	0	0
-1.57863	-6.70916	0	0	0
-1.18397	-6.70916	0	0	0
-0.789313	-6.70916	0	0	0
-0.394656	-6.70916	0	0	0
0	-6.70916	0	0	0
0.394656	-6.70916	0	0	0
0.789313	-6.70916	0	0	0
1.18397	-6.70916	0	0	0
1.57863	-6.70916	0	0	0
1.97328	-6.70916	0	0	0
2.36794	-6.70916	-0.000242813	-3.16283e-12	0.000242813
2.76259	-6.70916	0	-0.000389465	0.000389465
3.15725	-6.70916	0.000243435	-3.16283e-12	0.000243435
3.55191	-6.70916	-16.9299	5.78571e-06	16.9299
3.94656	-6.70916	0	-0.000168109	0.000168109
4.34122	-6.70916	16.9476	5.78571e-06	16.9476
4.73588	-6.70916	-37.1152	-7.11076e-06	37.1152
5.13053	-6.70916	0	0.000499635	0.000499635
5.52519	-6.70916	37.1075	-7.11076e-06	37.1075
5.91985	-6.70916	-0.000228428	1.35866e-11	0.000228428
6.3145	-6.70916	-0.00554432	0.00163151	0.00577939
6.70916	-6.70916	1.27607e-06	-0.000512333	0.000512335
7.10381	-6.70916	0.0185406	3.31116e-08	0.0185406
7.49847	-6.70916	-198.325	1.86031e-07	198.325
7.89313	-6.70916	0	-8.12549e-05	8.12549e-05
8.28778	-6.70916	217.619	1.86031e-07	217.619
8.68244	-6.70916	-38579.2	-1.94273e-08	38579.2
9.0771	-6.70916	0	-7.44261e-05	7.44261e-05
9.47175	-6.70916	38585.1	-1.94273e-08	38585.1
9.86641	-6.70916	-11886.7	2.22024e-08	11886.7
10.2611	-6.70916	0	0.000101659	0.000101659
10.6557	-6.70916	11867.4	2.22024e-08	11867.4
11.0504	-6.70916	-7.18431	-0.000263139	7.18431
11.445	-6.70916	-0.000472483	0.00113206	0.0012267
11.8397	-6.70916	5.61198e-05	-0.00100195	0.00100353
12.2343	-6.70916	16.5119	0.000110092	16.5119
12.629	-6.70916	-21039.8	-2.10517e-08	21039.8
13.0237	-6.70916	0	-5.86477e-05	5.86477e-05
13.4183	-6.70916	42036.1	-4.79132e-08	42036.1
-13.4183	-6.3145	0	0	0
-13.0237	-6.3145	0	0	0
-12.629	-6.3145	0	0	0
-12.2343	-6.3145	0	0	0
-11.8397	-6.3145	0	0	0
-11.445	-6.3145	0	0	0
-11.0504	-6.3145	0	0	0
-10.6557	-6.3145	0	0	0
-10.2611	-6.3145	0	0	0
-9.86641	-6.3145	0	0	0
-9.47175	-6.3145	0	0	0
-9.0771	-6.3145	0	0	0
-8.68244	-6.3145	0	0	0
-8.28778	-6.3145	0	0	0
-7.89313	-6.3145	0	0	0
-7.49847	-6.3145	0	0	0
-7.10381	-6.3145	0	0	0
-6.70916	-6.3145	0	0	0
-6.3145	-6.3145	0	0	0
-5.91985	-6.3145	0	0	0
-5.52519	-6.3145	0	0	0
-5.13053	-6.3145	0	0	0
-4.73588	-6.3145	0	0	0
-4.34122	-6.3145	0	0	0
-3.94656	-6.3145	0	0	0
-3.55191	-6.3145	0	0	0
-3.15725	-6.3145	0	0	0
-2.76259	-6.3145	0	0	0
-2.36794	-6.3145	0	0	0
-1.97328	-6.3145	0	0	0
-1.57863	-6.3145	0	0	0
-1.18397	-6.3145	0	0	0
-0.789313	-6.3145	0	0	0
-0.394656	-6.3145	0	0	0
0	-6.3145	0	0	0
0.394656	-6.3145	0	0	0
0.789313	-6.3145	0	0	0
1.18397	-6.3145	0	0	0
1.57863	-6.3145	0	0	0
